Recieved	Income Paid	Confirmed	Checked	Refunded	Net_rate
2274120.00	2274120.00	2188135.19	2274120.00	2274120.00	2274120.00	8
0	88200.00	63795.06	88200.00	0	0	27.67
0	1030000.00	744999.00	927000.00	591955.60	589678.92	27.67
115628.97	115628.97	95972.05	115628.97	115628.97	115628.97	17
0	44658.00	36492.60	44658.00	44658.00	44658.00	18.03
701038.00	701038.00	570308.69	701038.00	701038.00	701038.00	18.65
152416.62	152416.62	126505.79	152416.62	152416.62	152416.62	17
0	1773277.80	1432707.43	1601406.11	1187690.24	1187690.24	15.13
0	146283.00	105806.49	124142.90	0	0	27.67
12347.17	12347.17	9507.32	12347.17	12347.17	12347.17	23
4500.00	4500.00	3905.82	4500.00	4500.00	4500.00	13.2
253009.34	253009.34	194817.19	253009.34	253009.34	253009.34	23
731775.00	800000.00	446100.00	731775.00	731775.00	731775.00	22.85
44163.00	44163.00	30140.63	44163.00	44163.00	44163.00	31.75
33657.10	33657.10	25915.97	33657.10	33657.10	33657.10	23
39249.88	39249.88	30222.41	39249.88	39249.88	39249.88	23
79422.25	79422.25	61155.13	79422.25	79422.25	79422.25	23
0	3690000.00	2846908.80	3505500.00	2782990.77	2773078.41	22.85
216269.53	225399.28	176908.48	216269.53	216269.53	216269.53	18.2
0	344673.28	265922.33	310205.94	0	0	22.85
0	391515.00	302061.65	352363.50	335459.00	333231.50	22.85
109118.70	109118.70	84003.93	109118.70	109118.70	109118.70	23
80142.11	80142.11	22463.10	80142.11	80142.11	80142.11	23
77407.99	77407.99	19727.93	77407.99	77407.99	77407.99	23
208145.63	258384.77	172760.88	208145.63	208145.63	208145.63	17
0	373673.27	104095.33	0	0	0	71.78
370292.05	370292.05	285124.88	370292.05	370292.05	370292.05	23
1011683.03	1065177.00	820186.29	1011683.03	1011683.03	1011683.03	23
0	67100.00	51767.65	21792.45	0	0	22.85
0	357120.00	275518.00	321408.00	0	0	22.85
0	97456.00	77068.20	87710.40	0	0	20.92
0	365400.00	281906.10	328860.00	289350.00	289350.00	22.85
0	72391.40	55849.97	65152.26	0	0	22.85
0	92492.00	71357.58	83242.80	0	0	22.85
59603.21	59689.83	49470.66	59603.21	59603.21	59603.21	17
2145417.00	2145417.00	2214069.25	2145417.00	2145417.00	2145417.00	8
4919619.00	4919619.00	5118427.15	4919619.00	4919619.00	4919619.00	8
8751611.00	8751611.00	9014113.21	8751611.00	8751611.00	8751611.00	8
73942.59	76182.17	58660.27	73942.59	73942.59	73942.59	23
70995.36	70995.36	54668.43	70995.36	70995.36	70995.36	23
123444.25	123444.25	95050.07	123444.25	123444.25	123444.25	23
0	13435.00	11661.58	13435.00	13435.00	13435.00	13.2
216600.00	216600.00	194940.00	216600.00	216600.00	216600.00	10
96687.61	96687.61	24649.59	96687.61	96687.61	96687.61	23
206627.54	206627.54	159103.21	206627.54	206627.54	206627.54	23
32300.00	32300.00	24871.00	32300.00	32300.00	32300.00	23
40587.40	61318.69	13126.95	40587.40	40587.40	40587.40	30.49
13660.29	29810.26	10736.38	13660.29	13660.29	13660.29	21.4
10889.30	10889.30	3252.25	10889.30	10889.30	10889.30	23
27495.46	27495.46	21171.50	27495.46	27495.46	27495.46	23
108598.52	108909.56	83860.36	108598.52	108598.52	108598.52	23
61015.12	61015.12	46981.64	61015.12	61015.12	61015.12	23
228665.90	239407.01	187358.11	228665.90	228665.90	228665.90	18.06
200000.00	200000.00	154000.00	200000.00	200000.00	200000.00	23
82641.01	82641.01	63633.58	82641.01	82641.01	82641.01	23
10853.00	10853.00	8337.36	10853.00	10853.00	10853.00	23
50865.00	50865.00	39506.79	50865.00	50865.00	50865.00	22
9889.00	9889.00	7898.13	9889.00	9889.00	9889.00	20
50000.00	57880.00	46304.00	50000.00	50000.00	50000.00	20
40143.64	40143.64	30910.60	40143.64	40143.64	40143.64	23
14410.00	16564.00	9727.90	14410.00	14410.00	14410.00	32.49
67955.00	70895.94	45855.65	67955.00	67955.00	67955.00	32.49
0	75199.00	47630.21	0	71534.00	45119.40	36.66
2051730.13	2051730.13	1730849.23	2051730.13	2051730.13	2028536.72	12.03
419580.50	419580.50	303482.58	419580.50	419580.50	419580.50	27.67
0	241478.00	180509.11	229404.10	229404.10	229404.10	20.92
140634.24	125365.82	101720.75	125365.82	0	0	27.67
110000.00	110000.00	79563.00	110000.00	110000.00	110000.00	27.67
600000.00	600000.00	433980.00	600000.00	600000.00	600000.00	27.67
105600.00	105600.00	76380.48	105600.00	105600.00	105600.00	27.67
428259.00	449091.00	367581.55	428259.00	428259.00	428259.00	14.17
24901.00	20540.00	21022.73	24901.00	24901.00	24901.00	15.57
84396.00	84396.00	72438.44	84396.00	84396.00	84396.00	14.17
118912.00	84000.00	102064.07	118912.00	118912.00	118912.00	14.17
257775.00	222985.00	221252.41	257775.00	257775.00	257775.00	14.17
52809.00	75442.00	45326.81	52809.00	52809.00	52809.00	14.17
54347.00	53204.00	45922.48	54347.00	54347.00	54347.00	15.5
0	24570.00	14965.60	19656.00	19656.00	19656.00	20.92
0	268475.40	212312.49	268475.31	228204.00	228204.00	20.92
206275.00	216000.00	179038.45	216000.00	206275.00	206275.00	13.2
31747.62	42226.00	22735.70	31747.62	31747.62	31747.62	28.39
427507.34	479512.00	251495.73	427507.34	427507.34	427507.34	41.17
0	700000.00	399451.25	639358.00	639358.00	639358.00	40.8
99297.53	101277.23	72058.94	99297.53	99297.53	99297.53	27.43
98474.89	98549.79	71461.96	98474.89	98474.89	98474.89	27.43
14304.00	14304.00	10346.08	14304.00	14304.00	14304.00	27.67
0	1348295.00	1111737.14	1213465.50	202244.25	202244.25	13
19447.00	19447.00	16691.67	19447.00	19447.00	19447.00	14.17
88875.00	88875.00	76282.83	88875.00	88875.00	88875.00	14.17
187841.00	150000.00	161226.94	187841.00	187841.00	187841.00	14.17
116426.00	50000.00	99930.30	116426.00	116426.00	116426.00	14.17
235128.00	241212.00	201814.12	235128.00	235128.00	235128.00	14.17
365529.00	412971.00	313653.56	365529.00	365529.00	365529.00	14.17
444000.00	450000.00	321075.44	444000.00	444000.00	444000.00	27.67
0	162820.00	102065.35	162820.00	162820.00	162820.00	37.31
45305.57	45821.68	30584.88	45821.68	45305.57	45305.57	32.49
132946.29	135841.97	98254.50	135841.97	81505.18	81505.18	27.67
479711.00	561979.15	395640.07	561979.15	479711.00	341638.81	29.6
193576.00	198497.32	138360.89	198497.32	193576.00	193576.00	30.31
0	96875.16	0	96875.16	58125.10	58125.10	32.49
140000.00	140977.82	43142.02	140000.00	140000.00	85108.80	30.3
452746.50	452746.50	327471.54	452746.50	452746.50	452746.50	27.67
60500.00	68000.00	46388.60	60500.00	60500.00	60500.00	22.85
293157.00	301290.00	247750.34	293157.00	293157.00	293157.00	15.49
189748.00	190327.00	162863.74	189748.00	189748.00	189748.00	14.17
170911.00	173322.00	144934.38	170911.00	170911.00	170911.00	15.2
0	99669.00	0	0	0	0	47.84
121708.00	121708.00	104668.88	121708.00	121708.00	121708.00	14
36000.00	37124.00	27600.00	36000.00	36000.00	36000.00	22.85
1030964.48	1030964.48	764135.94	1030964.48	1030964.48	970291.32	11
199635.50	199635.50	154022.78	199635.50	199635.50	199635.50	22.85
143753.10	143753.10	110908.39	143753.10	143753.10	143753.10	22.85
0	300000.00	147600.00	240000.00	180000.00	180000.00	20.8
0	300000.00	143228.18	270000.00	241528.45	0	20.8
0	400000.00	161907.38	320000.00	0	0	20.8
58888.00	62338.00	43828.80	58888.00	58888.00	58888.00	24.78
225273.00	254989.00	118136.73	225273.00	225273.00	225273.00	47.56
13053.00	17838.00	7930.64	13053.00	13053.00	13053.00	39.24
0	123000.00	40155.00	99200.00	99200.00	99200.00	26.35
208516.00	235959.00	178972.62	208516.00	208516.00	208516.00	14.17
1875321.77	860000.00	327799.17	1875321.77	1862775.05	1537054.28	9.76
173432.00	190228.00	148859.46	173432.00	173432.00	173432.00	14.17
90000.00	90000.00	77248.44	90000.00	90000.00	90000.00	14.17
141704.00	141704.00	122876.56	141704.00	141704.00	141704.00	13.29
72960.00	72960.00	63134.40	72960.00	72960.00	72960.00	13.47
216792.00	216792.00	184273.20	216792.00	216792.00	216792.00	15
21216.89	28478.00	14954.25	21216.89	21216.89	21216.89	29.34
599371.00	718870.00	337701.15	599371.00	599371.00	599371.00	52.58
125529.00	125529.00	59244.55	125529.00	125529.00	125529.00	52.8
275467.96	275467.96	249897.58	275467.96	275467.96	275467.96	9.28
65000.00	65000.00	55790.00	65000.00	65000.00	65000.00	14.17
218993.00	218990.00	187962.62	218993.00	218993.00	218993.00	14.17
0	76918.57	62448.74	76918.57	98563.52	46760.50	18.81
0	51819.06	39979.44	51819.06	51819.06	103638.12	22.85
532285.37	530000.00	431972.25	532285.37	532285.37	485718.62	18.85
21821.80	21873.00	18479.54	21821.80	21821.80	21821.80	15.32
12450.00	14723.00	10686.03	12450.00	12450.00	12450.00	14.17
70689.00	89579.00	59334.53	70689.00	70688.00	70689.00	16.06
640000.00	640000.00	493772.80	640000.00	640000.00	640000.00	22.85
4566489.00	4566489.00	4383669.49	4566489.00	4566489.00	4566489.00	10.67
65737.00	65737.00	55876.45	65737.00	65737.00	65737.00	15
86787.00	111489.00	69791.84	86787.00	86787.00	86787.00	19.58
496424.33	500000.00	402869.49	496424.33	496424.33	446781.89	18.85
472089.79	472089.79	364226.71	472089.79	472089.79	472089.79	22.85
0	90000.00	65097.00	90000.00	0	0	25.74
135000.00	135000.00	120847.83	129761.95	129761.95	129761.95	5
0	246298.60	213777.33	246298.60	245726.94	245726.94	13.2
1155600.53	1150000.00	880074.21	1155600.53	1155600.53	1146664.28	11.28
1519237.39	1513600.00	1130310.94	1519237.39	1519237.39	1475787.60	11.28
1040880.00	1040880.00	884748.00	1040880.00	1040880.00	1040880.00	15
0	100000.00	0	0	0	0	26.07
0	81915.37	66156.95	81915.37	67167.51	67167.51	19.24
564000.00	570000.00	484090.22	570000.00	564000.00	564000.00	14.17
0	500000.00	299238.62	339820.00	339790.00	339790.00	32.492
56596.00	56596.00	48106.60	56596.00	56596.00	56596.00	15
142936.00	145000.00	74421.53	142936.00	142936.00	142936.00	47.93
0	1186800.00	938557.51	1201690.09	1201690.09	1179648.69	12.61
0	980000.00	772240.00	980000.00	971648.00	971647.41	21.2
0	960255.00	532532.70	960255.00	607101.45	369815.45	21.2
886232.05	886232.05	683745.75	886232.05	886232.05	886232.05	22.85
953226.93	953226.93	735433.58	953226.93	948837.65	953226.93	22.85
276067.31	276067.31	236952.99	276067.31	172225.00	172225.00	14.17
367754.00	427071.00	315649.14	367754.00	367754.00	367754.00	14.17
215859.00	215859.00	185275.23	215859.00	215859.00	215859.00	14.17
70563.00	72605.00	59641.80	70563.00	70563.00	70563.00	15.48
142163.00	142163.00	119239.31	142163.00	142163.00	142163.00	16.12
136967.00	160290.00	117560.97	136967.00	136967.00	136967.00	14.17
71076.00	122580.00	42653.98	71076.00	71076.00	71076.00	39.99
46435.00	51595.00	27742.35	46435.00	46435.00	46435.00	40.26
2608966.50	2608966.50	2671717.60	2608966.50	2608966.50	2608966.50	4.45
0	6939051.00	6390316.00	6939051.00	6939051.00	6939051.00	14.55
24528.00	24528.00	17563.70	24528.00	24528.00	24528.00	28.39
0	283825.06	229297.09	227060.04	170295.04	170295.04	19.21
84199.00	87956.00	71030.80	84199.00	84199.00	84199.00	15.64
72105.00	110275.00	61159.31	72105.00	72105.00	72105.00	15.18
222535.00	325384.00	186815.91	222534.00	222535.00	222534.00	16.05
0	179492.00	114578.00	161542.80	107695.20	107695.20	21.2
0	557945.00	439660.80	557945.00	557945.00	557945.00	21.2
0	48000.00	28400.00	38400.00	0	0	21.2
14349.00	15000.00	10624.52	14349.00	14349.00	14349.00	25.96
95913.00	97763.00	79897.20	95913.00	95913.00	95913.00	16.7
140400.00	140400.00	108321.41	140400.00	140400.00	140400.00	22.85
40865.00	45848.00	34238.23	40865.00	40865.00	40865.00	16.22
271538.00	301709.00	229180.67	271538.00	271538.00	271538.00	15.6
40142.00	45777.00	0	40142.00	40142.00	40142.00	15
0	84564.00	69717.00	67651.20	67651.20	67651.20	14.09
43976.65	47000.00	34432.76	43976.65	43976.65	43976.65	21.7
225000.00	250000.00	191250.00	225000.00	225000.00	225000.00	15
379915.00	379916.00	321268.54	379915.00	379915.00	379915.00	15.44
46234.00	51372.34	36670.25	46234.00	46234.00	46234.00	20.69
795117.25	795117.25	682461.86	795117.25	786045.90	795117.25	14.17
246000.00	300000.00	207978.55	246000.00	246000.00	246000.00	15.46
434600.00	500000.00	369410.00	434600.00	434600.00	434600.00	15
167186.00	204000.00	140065.15	167186.00	167186.00	167186.00	16.22
102000.00	102000.00	88740.00	102000.00	102000.00	102000.00	8
0	8354183.00	7900784.75	8354183.00	8354183.00	8354183.00	8
0	7861961.00	7991066.12	7861961.00	7861961.00	7861961.00	14.56
795000.00	795000.00	727720.00	795000.00	755250.00	755250.00	6
0	66000.00	57750.00	66000.00	66000.00	66000.00	12.5
702318.86	702318.86	587948.96	694559.62	694559.62	694559.62	5.033
483714.31	1663933.74	356636.20	483714.31	499180.12	499180.12	26.27
207978.68	207978.67	134116.24	207978.68	207978.68	207978.68	21.27
247101.55	247101.56	217449.37	247101.55	247101.55	247101.55	12
271022.30	271022.30	238499.62	271022.30	271022.30	271022.30	12
249333.42	249333.42	196929.37	249333.42	249333.42	249333.42	21.02
217792.57	217792.57	164009.34	217792.57	217792.57	217792.57	24.69
152684.43	152684.41	115454.06	152684.43	152684.43	152684.43	24.38
277119.06	292764.06	235550.00	277119.06	277119.06	277119.06	15
108993.50	196000.00	113972.00	108993.50	0	0	24.26
47098.00	107500.00	35019.00	47098.00	75250.00	75250.00	25.65
249355.50	245000.00	190372.91	249355.50	249355.00	249355.50	23.65
71019.00	107500.00	52973.69	71019.00	75250.00	75250.00	25.41
94211.50	105000.00	70788.57	94211.50	94211.50	94211.50	24.86
129190.00	65800.00	78646.49	65800.00	46060.00	46060.00	23.64
1088916.57	849800.00	889136.94	1088916.57	1088916.57	1088916.57	18.28
411124.74	423374.95	311286.31	411124.74	411124.74	411124.74	24.28
408357.23	408700.00	263900.00	408357.23	408357.23	408357.23	23.85
1298109.63	1221030.00	821243.99	1298109.63	1298109.63	1298109.63	20.92
353912.98	358085.35	290387.89	353912.98	353912.98	353912.98	17.95
170645.96	170645.96	155620.40	170645.96	170645.96	170645.96	8.81
461693.36	477985.10	356490.79	461693.36	461693.36	461693.36	22.79
315287.97	320125.58	228506.86	315287.97	315287.97	315287.97	27.52
184211.66	184211.66	156579.90	184211.66	184211.66	184211.66	15
74709.91	74709.91	54279.54	74709.91	74709.91	74709.91	27.35
351909.25	365052.49	299122.86	351909.25	351909.25	351909.25	15
70433.15	75160.31	54470.78	70433.15	70433.15	70433.15	22.19
67000.00	67000.00	0	0	0	0	8
110000.00	110000.00	95700.00	114000.00	110000.00	110000.00	13
0	0	0	0	0	0	0
0	0	0	0	0	0	0
581810.89	581810.89	482903.03	581810.89	581810.89	581810.89	17
0	77805.00	0	0	0	0	22.85
0	21972680.80	20867975.39	21940000.00	20891741.00	20891741.00	5
244813.98	244813.98	186635.09	208091.88	208091.88	208091.88	21.43
887854.00	887854.00	719246.97	887854.00	887854.00	887854.00	18.99
0	3360200.00	2760964.98	3192190.00	3039178.27	3039178.27	8.382
0	1250000.00	957481.30	1250000.00	1250000.00	1250000.00	10
0	1541094.00	1386854.30	1541094.00	1541094.00	1541094.00	10
0	367314.00	0	367314.00	367314.00	367314.00	10
0	9696081.00	8596466.89	9664036.00	9664036.00	9664036.00	10
1660970.00	1660970.00	1494873.00	1660970.00	1660970.00	1660970.00	10
0	1426280.00	1020000.00	1133462.89	1133462.89	1133462.89	10
1059165.00	1059165.00	953248.50	1059165.00	1059165.00	1059165.00	10
0	430785.00	0	0	0	0	10
0	3553449.00	0	2000000.00	0	0	7.56
290984.22	290984.22	266593.92	290984.22	290984.22	290984.22	8.382
0	17684.00	146588.80	160000.00	160000.00	160000.00	-816.18
90260.05	100817.01	73989.77	90260.05	90260.05	90260.05	18.026
0	185190.46	0	0	0	0	18.03
86830.77	90705.45	71178.66	86830.77	86830.77	86830.77	18.026
187946.00	187946.00	153658.83	187946.00	187946.00	187946.00	12.28
0	700000.00	133000.00	140000.00	140000.00	140000.00	5
0	150000.00	28500.00	30000.00	30000.00	30000.00	5
199268.48	199268.48	162784.14	199268.48	199268.48	199268.48	16.58
131197.26	131197.26	116404.51	131197.26	131197.26	131197.26	11.28
90585.00	125754.61	80371.36	90585.00	90585.00	90585.00	11.28
8670.35	8670.35	7692.25	8670.35	8670.35	8670.35	11.28
109462.00	109462.00	92897.33	109462.00	109462.00	109462.00	15.13
89638.67	89638.67	73480.40	89638.67	89638.67	89638.67	18.03
396012.01	414229.02	324626.89	396012.01	396012.01	396012.01	18.03
273264.50	287040.00	242453.38	273264.50	273264.50	273264.50	11.28
0	4733.25	0	4569.48	4569.48	4569.48	8.38
0	29026.91	0	29026.91	29026.91	29026.91	18.03
0	200000.00	128265.20	140000.00	140000.00	140000.00	8.38
0	500000.00	320663.00	350000.00	350000.00	350000.00	8.38
0	429988.00	0	0	0	0	9.35
45607.56	45607.56	37386.34	45607.56	45607.56	45607.56	18.03
0	1543892.47	133392.32	138950.33	138950.33	138950.33	4
19687.00	19687.00	0	19687.00	19687.00	19687.00	12.28
387974.18	387974.18	318037.95	387974.18	387974.18	387974.18	18.03
0	131297.18	59551.70	65000.00	65000.00	65000.00	8.38
120445.79	120445.79	110350.02	120445.79	120445.79	120445.79	8.38
78463.00	78463.00	0	78463.00	78463.00	78463.00	12.28
101759.12	101759.12	90285.58	101759.12	101759.12	101759.12	11.275
50534.04	50534.04	44836.23	50534.04	50534.04	50534.04	11.275
179041.40	179041.40	161357.34	179041.40	179041.40	179041.40	9.88
253799.83	253799.83	229824.09	253799.83	253799.83	253799.83	9.45
194855.91	194855.91	173510.48	194855.91	194855.91	194855.91	10.95
190537.70	190537.70	170073.30	190537.70	190537.70	190537.70	10.74
0	309374.10	0	0	0	0	8.38
190381.20	190381.20	168915.34	190381.20	190381.20	190381.20	11.275
167058.72	167058.72	148222.52	167058.72	167058.72	167058.72	11.275
224870.76	224870.76	199516.13	224870.76	224870.76	224870.76	11.28
103400.98	103400.98	91742.31	103400.98	103400.98	103400.98	11.28
273817.31	273817.31	242943.86	273817.31	273817.31	273817.31	11.28
163219.92	163219.92	144816.55	163219.92	163219.92	163219.92	11.28
0	10461.57	0	10099.60	10099.60	10099.60	8.38
328200.00	328200.00	297021.00	328200.00	328200.00	328200.00	9.5
312330.00	312330.00	282658.65	312330.00	312330.00	312330.00	9.5
381170.00	381170.00	344958.85	381170.00	381170.00	381170.00	9.5
408400.00	408400.00	369602.00	408400.00	408400.00	408400.00	9.5
419900.00	419900.00	380009.50	419900.00	419900.00	419900.00	9.05
471200.00	471200.00	426436.00	471200.00	471200.00	471200.00	9.5
376880.00	376880.00	341076.40	376880.00	376880.00	376880.00	9.5
450000.00	450000.00	407250.00	450000.00	450000.00	450000.00	9.5
307950.00	307950.00	278694.75	307950.00	307950.00	307950.00	9.5
445500.00	445500.00	403177.50	445500.00	445500.00	445500.00	9.5
298470.00	298470.00	270115.35	298470.00	298470.00	298470.00	9.5
78703.71	78703.71	71620.37	78703.71	78703.71	78703.71	9
25702.50	25702.50	23389.27	0	25702.50	25702.50	9
17026.88	17026.88	15494.46	0	17026.88	17026.88	9
14905.77	14905.77	13564.25	14905.77	14905.77	14905.77	9
0	39027.52	0	39027.52	39027.52	39027.52	8.38
37693.00	37693.00	34533.57	37693.00	37693.00	37693.00	8.38
396396.25	396396.25	344056.09	396396.25	396396.25	396396.25	13.2
0	700000.00	194321.78	362100.00	362100.00	212100.00	8.38
0	774083.00	600000.00	696600.00	696600.00	696600.00	8.38
0	400000.00	256530.40	280000.00	280000.00	280000.00	8.38
0	65119.92	0	68884.38	68884.38	0	8.38
171503.89	171503.89	152559.49	171503.89	171503.89	171503.89	11.05
154808.56	154808.56	138201.14	154808.56	154808.56	154808.56	10.73
152051.70	152051.70	135245.26	152051.70	152051.70	152051.70	11.05
263935.60	263935.60	237471.74	263935.60	263935.60	263935.60	10.03
0	521959.36	174074.20	190000.00	190000.00	190000.00	8.38
34000.00	34000.00	30166.43	34000.00	34000.00	34000.00	11.28
0	466836.14	65458.04	144384.10	176972.34	71931.91	9
68559.69	68559.69	60332.53	68559.69	68559.69	68559.69	12
0	64390.00	45187.36	64390.00	64390.00	51512.00	12.28
63259.33	63259.33	56126.71	63259.33	63259.33	63259.33	11.28
0	377530.00	319562.47	364290.00	364290.00	364290.00	12.28
175563.78	175563.78	166785.55	175563.78	175563.78	175563.78	5
0	24321059.00	11982378.35	12623329.15	12623329.15	12726806.59	4
0	117540.00	103108.44	117540.00	117540.00	117540.00	12.28
1390519.00	1390519.00	1251467.00	1390519.00	1390519.00	1390519.00	10
0	1187455.00	854967.00	949964.00	949964.00	949964.00	10
