Recieved	Income Paid	Confirmed	Checked	Refunded	Net_rate
0	112856.00	9800.00	0	0	0	18.026
0	94185.00	10286.00	89475.75	75348.00	75348.00	21.5
0	288725.05	163184.98	273063.11	231578.57	205055.02	21.46
0	135374.12	80323.00	128296.19	108614.86	0	21.65
0	70788.30	10844.35	67248.89	42472.98	0	22.72
0	99657.54	24570.00	94674.66	59794.52	0	22.21
0	38680.00	5383.00	51015.00	23208.00	0	18.54
0	92160.00	0	0	0	0	15.138
0	32872.98	0	31229.33	19723.79	0	23.17
0	16920.00	4695.00	17955.00	10152.00	0	18.99
0	23520.00	0	0	0	0	18.026
0	82400.00	54000.00	78280.00	65920.00	49440.00	20
0	111000.00	0	103298.25	66600.00	0	18.03
0	1139239.00	87320.00	1082277.05	589784.48	0	16.682
0	472175.00	223868.70	448566.25	257528.04	0	16.657
0	134400.00	1344.00	0	0	0	18.972
0	48880.00	1000.00	80037.50	29328.00	0	18.99
0	170095.90	49793.00	161339.59	136076.72	34019.18	21.01
0	75720.00	4129.00	86925.00	45432.00	0	18.48
0	158200.00	1025.00	0	0	0	19.231
0	79657.54	25468.00	75523.75	63726.03	15931.51	22.29
0	33440.00	6748.00	41515.00	20064.00	0	18.73
0	69160.00	0	0	0	0	18.026
0	39550.00	5000.00	0	0	0	16.087
0	61832.00	0	0	0	0	18.026
0	185560.00	1855.00	0	0	0	18.026
0	455772.00	260005.61	432983.40	175446.00	0	16.09
0	153500.00	18685.00	145825.00	0	0	20.635
85923.75	85923.77	25286.50	0	85923.75	85923.75	13.21
53252.12	53252.12	17082.20	0	53252.12	53252.12	15.6
63976.21	63976.22	21983.60	0	63976.21	63976.21	16.35
73715.07	75907.98	56526.38	73715.07	73715.07	73715.07	23.32
0	75134.50	18646.00	57085.45	60107.60	15026.90	22.03
0	25920.00	5118.00	30210.00	15552.00	0	18.66
0	156180.00	0	0	0	0	18.786
0	34432.00	0	39923.75	20659.20	0	18.63
0	62440.00	0	0	0	0	17.325
0	17296.00	4917.00	36385.00	10377.60	0	18.99
0	70120.00	0	66614.00	0	0	18.605
0	71720.00	0	0	0	0	18.598
0	476731.00	106738.00	406556.70	382061.77	0	19.03
0	202400.00	2258.00	214562.25	121440.00	0	18.65
0	404316.00	0	0	0	0	19.313
0	106180.13	19788.00	106180.13	85284.99	0	20.29
0	71640.00	17671.00	53913.45	42984.00	0	18.99
0	162784.00	12127.00	0	0	0	12.456
0	94900.00	0	90155.00	0	0	18.62
35518.41	35518.41	29149.50	0	0	0	8.34
0	303440.00	65936.00	0	0	0	13.857
0	906821.00	15975.00	868446.94	634774.70	0	14.64
92950.09	92950.09	60549.89	0	92950.09	92950.09	25.87
2400.00	3123.83	240	2400.00	2400.00	0	17
1000.00	1368.00	100	1000.00	1000.00	0	17
0	350000.00	199835.64	245000.00	245000.00	245000.00	11.425
0	250000.00	22918.00	0	0	0	11.996
370299.43	426545.94	293839.55	370299.43	370299.43	241160.70	10
894618.19	1001445.88	711694.55	894618.19	894618.19	0	10
222367.96	241301.00	206802.20	222367.96	222367.96	222367.96	7
26857.55	55779.65	21957.63	43706.77	43706.77	0	17
667.59	667.59	554.1	667.59	667.59	667.59	17
85101.64	100835.83	10502.03	85101.64	85101.64	0	10.66
1817077.60	1971790.00	1512765.68	1726223.72	1726223.72	1726223.72	7
0	1322616.80	320682.21	1214523.36	264523.36	264523.36	15
0	160000.00	0	0	0	0	20.66
0	1000000.00	435778.79	800000.00	399677.65	399677.65	10.6
0	1432407.20	0	1145925.76	1145925.76	1145925.76	8.38
0	1131518.00	880568.82	1039455.40	961790.30	961790.30	5
0	2612462.00	2033067.84	2483738.60	2220592.70	2220592.70	5
0	874168.00	160179.05	774833.60	174833.60	174833.60	5
0	2285109.75	2461088.61	2285109.75	2285109.75	2285109.75	4.84
0	2358720.00	2041960.54	2358720.00	2358720.00	2358720.00	3.73
261667.00	268204.00	186881.00	261667.00	261667.00	261667.00	16.1
101324.23	101324.23	79888.61	101324.23	101324.23	101324.23	21.16
476736.32	394808.00	373701.49	476736.32	476736.32	476736.32	21.61
184317.18	221490.73	0	221490.73	221490.73	177192.58	16.94
0	145232.00	51259.28	0	0	0	47.75
79418.00	90080.00	41647.09	79418.00	79418.00	79418.00	47.56
72088.00	76567.00	52210.53	72088.00	72088.00	72088.00	27.57
85657.00	88500.00	62117.00	85657.00	85657.00	85657.00	27.48
0	14000.00	3457.00	14000.00	14000.00	14000.00	27.44
39062.00	42971.00	20307.13	39062.00	39062.00	39062.00	48.01
315690.00	315690.00	163111.58	315690.00	315690.00	315690.00	48.33
106145.00	106145.00	80092.21	106145.00	106145.00	106145.00	24.54
76108.00	76108.00	39555.54	76108.00	76108.00	76108.00	48.03
0	45240.00	32755.38	45240.00	45240.00	45240.00	24
95925.86	138000.00	74874.11	95925.86	95925.86	95925.86	21.95
116786.27	118000.00	90175.26	116786.21	116786.21	116786.21	22.79
163262.91	145819.11	127652.70	163262.91	163262.91	163262.91	21.81
0	4655.00	0	4655.00	4655.00	4655.00	53.37
0	31128.00	0	0	0	0	27.81
23372.00	23372.00	16877.50	23372.00	23372.00	23372.00	27.79
43350.00	43350.00	32379.63	43350.00	43350.00	43350.00	25.31
0	10498.27	0	10498.27	10498.27	6696.53	52.92
32000.00	32000.00	0	0	0	0	10.73
66766.00	106866.00	38783.14	66766.00	66766.00	66766.00	41.91
57978.22	57978.22	45479.54	57978.22	57978.22	57978.22	21.56
479018.70	532243.00	232006.20	479018.70	479018.70	479018.70	47.75
618786.00	633736.25	263488.40	633736.25	633736.25	570362.63	54.4
51860.00	60396.00	27094.97	51860.00	51860.00	51860.00	47.75
95200.00	95200.00	71442.64	95200.00	95200.00	95200.00	24.96
44080.00	44080.00	33079.13	44080.00	44080.00	44080.00	24.96
0	113743.00	34930.00	113743.00	113743.00	113743.00	24.65
0	199349.62	122311.39	179414.64	119609.77	59804.89	38.64
38063.00	35195.00	29649.01	38063.00	38063.00	38063.00	22.11
167040.00	174100.00	120920.37	167040.00	167040.00	167040.00	27.61
42274.00	42274.00	22102.60	42274.00	42274.00	42274.00	47.72
167038.00	167038.00	82608.10	167038.00	167038.00	167038.00	47.75
272338.76	428000.00	216102.64	272338.76	272338.76	272338.76	20.65
12192.00	12192.00	5770.49	12192.00	12192.00	12192.00	52.67
239581.01	239000.00	188925.43	239581.01	239581.01	239581.01	21.14
78327.00	78327.00	56938.18	78327.00	78327.00	78327.00	27.31
0	167159.00	113922.43	167159.00	167159.00	167159.00	24.71
0	275751.74	111320.76	273651.27	275751.74	149554.99	54.72
0	132981.93	88892.05	149373.61	149373.61	149373.61	21.11
100209.07	100209.07	82145.00	100209.07	100209.07	100209.07	18.03
19716.94	19716.94	16162.00	19716.94	19716.94	19716.94	18.03
74700.61	91900.00	43914.19	74700.61	74700.61	74700.61	21.16
4230.00	4230.00	0	4230.00	4230.00	4230.00	41.14
190229.00	190929.00	100806.44	190229.00	190229.00	190229.00	40.15
106450.00	123672.00	51207.00	106450.00	106450.00	106450.00	40.15
0	1149.94	0	1149.94	1149.94	919.95	54.32
0	247400.00	0	197920.00	0	0	13.2
5654.00	5654.75	0	5654.00	5654.00	5654.00	28.75
0	84656.80	39540.10	84656.80	84656.80	76191.12	52.58
0	78581.99	35225.10	78581.99	78581.99	70723.79	52.47
0	188915.08	81140.50	188915.08	188915.08	170023.57	52.62
0	255109.71	114143.70	255109.70	255109.71	229598.76	52.45
0	106672.57	53129.83	106074.16	106672.57	96005.31	52.54
0	127992.47	50096.60	127992.47	127992.47	115193.20	52.3
0	75000.00	45000.00	75000.00	75000.00	75000.00	27.81
0	87010.00	0	121814.00	52206.00	52206.00	13.2
288485.59	328000.00	230788.00	288485.59	288485.59	288485.59	20
0	52977.00	25246.90	52977.00	52977.00	52977.00	51.78
571122.00	571122.00	250896.66	571122.00	571122.00	571122.00	40.82
0	277138.00	112250.00	277138.00	277138.00	277138.00	47.4
0	118320.00	77578.00	118320.00	118320.00	118320.00	24.96
268649.00	268649.00	152352.78	268649.00	268649.00	268649.00	40.52
380102.00	380102.00	248341.93	380102.00	380102.00	380102.00	34.14
186163.00	186163.00	97361.00	186163.00	186163.00	186163.00	40.64
129793.00	146081.00	52572.00	129793.00	129793.00	129793.00	40.15
0	82815.00	30421.50	82815.00	82815.00	74533.50	52.93
0	14994.76	0	14994.76	14994.76	4498.43	52.66
36772.30	37143.84	23045.85	36772.30	36772.30	36772.30	28.75
0	20921.00	5857.50	20921.00	20921.00	18828.90	38.73
0	436175.03	94051.20	360891.51	436175.03	130852.51	40.41
14534.98	14580.00	0	14534.98	14534.98	14534.98	33.49
0	12855.11	0	12855.11	12855.11	11569.60	38.24
0	111918.00	20188.16	111918.00	111918.00	100726.20	38.73
0	148319.00	10029.80	148319.00	148319.00	133487.10	38.23
0	180000.00	27539.80	180000.00	180000.00	0	38.25
69743.00	71785.00	46616.30	69743.00	69743.00	69743.00	18.84
0	1588375.00	92998.80	142500.30	151050.30	106406.88	17.53
205158.33	170248.25	155739.00	205158.33	205158.33	205158.33	20.85
0	826930.00	587393.02	725888.00	826930.00	661544.00	23.17
65921.00	68367.00	36156.51	65921.00	65921.00	65921.00	19.26
131272.00	131272.00	88239.00	131272.00	131272.00	131272.00	18.38
0	96059.00	0	96059.00	96059.00	86453.10	38.39
0	35614.00	0	35614.00	35614.00	10684.20	38.38
55540.00	55540.00	38445.44	55540.00	55540.00	55540.00	28.74
0	70744.00	19556.10	70744.00	70744.00	63669.60	38.51
0	120000.00	71860.20	120000.00	120000.00	120000.00	33.12
0	22000.00	12750.00	22000.00	22000.00	22000.00	33.17
0	22982.00	0	22982.00	22982.00	6894.60	38.26
0	1557.00	0	1557.00	1557.00	1401.30	38.24
1621064.71	1701821.00	566202.64	1621064.71	1621064.71	1621064.71	40.06
0	55547.27	0	55547.27	33328.36	16664.18	38.54
0	803160.00	49000.00	642528.00	642528.00	642528.00	23.65
0	2746929.35	1585475.52	2197543.48	2197543.48	2197543.48	10
30000.00	30000.00	22914.14	21000.00	21000.00	21000.00	23.62
20264.00	20264.00	15634.08	14184.80	14184.80	14184.80	22.85
59194.89	59194.89	43011.56	41436.42	41436.42	41436.42	27.34
71907.53	71907.53	13130.00	71907.53	71907.53	71907.53	23.26
0	217644.00	167917.00	184997.40	184997.40	184997.40	22.848
47592.00	47592.00	36406.00	47592.00	47592.00	47592.00	18.83
534058.84	538058.84	361534.46	532550.50	532550.50	532550.50	22.19
0	3675672.00	3758003.01	3675672.00	3675672.00	3675672.00	3.58
390873.00	390289.00	253872.50	390873.00	390873.00	390873.00	33.2
296755.83	307519.00	240741.92	296755.83	296755.83	296755.83	18.88
77255.97	80058.00	62009.26	77255.97	77255.97	77255.97	22.05
240326.00	240326.00	159668.93	240326.00	240326.00	240326.00	33.17
0	289056.00	188723.90	255595.56	255595.56	255595.56	27.63
93320.16	94828.50	43941.00	94828.50	94828.50	94828.50	51.84
0	151928.00	100944.71	151928.00	151928.00	151928.00	27.44
0	44000.00	25849.04	44000.00	44000.00	44000.00	27.44
258131.67	258131.67	182682.40	258131.67	258131.67	258131.67	27.44
0	80752.02	0	72676.81	48451.21	24225.60	38.131
0	79010.00	48514.80	0	0	0	20.98
0	70367.00	35185.74	0	0	0	20.18
0	254502.00	153215.76	0	0	0	20.13
0	144839.00	92831.14	0	0	0	19.46
0	128839.00	82674.70	0	0	0	19.48
0	301595.00	193662.30	0	0	0	19.62
107934.57	108928.42	53089.90	107934.57	107933.74	107934.57	33.45
85397.55	86326.90	39668.00	85397.55	85397.55	85397.55	33.43
80697.93	82824.40	44718.93	66259.52	80697.93	66259.52	33.49
65333.44	66008.20	20163.00	65333.43	65333.43	65333.43	33.5
30754.07	34832.80	18200.00	30754.06	30754.06	30754.06	33.45
981912.00	759476.00	58726.30	1084136.00	981912.00	683528.40	33.72
0	48503.00	24076.39	0	0	0	19.44
0	41460.00	25109.51	0	0	0	19.75
0	86171.00	44538.10	0	0	0	20.19
0	202169.00	100367.50	0	0	0	19.67
0	195914.00	118391.63	0	0	0	19.84
0	118741.00	60507.00	0	0	0	18.58
0	57529.00	17100.00	0	0	0	19.67
0	84929.00	16295.70	0	0	0	20.25
185187.00	185187.00	115331.40	185187.00	185187.00	185187.00	34.21
133622.00	133622.00	84946.00	133622.00	133622.00	133622.00	34.3
0	297942.00	114551.90	0	0	0	19.51
552668.00	568730.00	163407.21	552668.00	552668.00	322744.03	43.43
75000.00	75000.00	0	75000.00	75000.00	75000.00	32.49
909498.00	909498.00	396203.70	909498.00	909498.00	727598.40	48
0	128000.00	28796.90	0	0	0	37.94
369833.00	348700.00	162639.50	369833.00	369833.00	369833.00	33.51
0	744000.00	612867.80	722570.23	793476.00	550374.00	5
306786.53	310286.53	199532.62	306786.53	306786.53	0	34.04
0	305084.00	80993.30	0	0	0	19.51
0	46278.00	2489.00	0	0	0	21.33
0	39338.00	2054.00	0	0	0	21.52
0	41043.00	1105.00	0	0	0	21.22
0	165744.00	21819.42	0	0	0	18.49
0	187637.00	39316.12	0	0	0	20.49
0	73505.00	1815.00	0	0	0	19.99
0	130274.00	2938.00	0	0	0	16.9
0	228412.00	3067.00	0	0	0	15.57
79548.00	74505.00	30360.00	12494.00	79548.00	67054.00	45.68
0	36897.00	2185.00	0	0	0	17.9
0	16655.00	1722.00	0	0	0	16.29
0	22980.00	554	0	0	0	17.65
0	31599.00	731	0	0	0	18.06
0	164867.00	21748.42	0	0	0	15.77
0	31049.00	479	0	0	0	16.45
0	13962.95	0	0	0	0	33.5
0	708025.00	166347.60	708025.00	708025.00	679015.00	45.4
159529.00	165300.00	34388.00	159529.00	159529.00	159529.00	18.03
173102.00	179165.00	136627.32	173102.00	173102.00	173102.00	19.44
0	8427.65	0	8427.65	8427.65	0	22.77
186673.00	204423.00	145273.55	143096.00	143096.00	186673.00	14.79
217809.00	243016.00	163721.44	170111.00	170111.00	217809.00	14.72
346760.00	372552.00	251733.31	346760.00	260787.00	346760.00	14.96
197591.00	218899.00	94208.94	197591.00	153229.00	197591.00	14.21
184468.00	215556.00	76101.74	184468.00	150889.00	184468.00	13.2
1597965.32	1674442.00	1094643.36	1597965.32	1597965.32	1597965.32	25
25099.00	27837.00	1800.00	25099.00	25099.00	25099.00	24.06
0	9070435.50	8991972.70	9070435.50	9070435.50	9070435.50	0.25
210000.00	210000.00	162019.20	210000.00	210000.00	210000.00	22.85
0	462645.16	379248.74	416380.65	0	0	18.03
0	251688.00	194182.33	226519.20	0	0	22.85
0	53820.15	41523.32	48438.14	0	0	22.85
0	60758.30	46876.24	54682.47	0	0	22.85
0	308078.80	237688.96	277270.92	0	0	22.85
0	438000.00	337925.76	438000.00	437960.00	437960.00	22.85
0	340624.90	262798.92	306562.41	0	0	22.85
0	171647.40	132429.40	154482.66	0	0	22.85
0	217980.60	168176.39	196182.54	0	0	22.85
296400.00	296400.00	242970.93	296400.00	296400.00	296400.00	18.03
0	70733.00	54571.92	63659.70	0	0	22.85
136010.30	143137.62	93020.64	136010.30	136010.30	136010.30	31.61
363355.63	385678.98	279855.82	363355.63	363355.63	363355.63	22.98
0	56246.05	5624.61	0	29547.99	0	19.64
34135.41	48267.55	12368.78	34135.41	34135.41	34135.41	8
0	700000.00	447247.00	608165.00	608165.00	608165.00	22.85
80238.42	81028.51	56060.64	80238.42	80238.42	80238.42	30.02
108001.41	108001.41	78116.87	108001.41	108001.41	108001.41	27.67
257096.97	281058.73	204039.97	257096.97	257096.97	257096.97	20.64
260362.86	272097.11	26036.28	260362.86	260362.86	260362.86	18.55
81088.49	81088.49	53882.81	81088.49	81088.49	81088.49	33.55
97216.49	98945.85	70315.74	97216.49	97216.49	97216.49	27.67
148978.17	157773.36	119370.10	148978.17	148978.17	148978.17	19.87
116708.09	117722.48	80315.47	116708.09	116708.09	116708.09	31.18
207570.78	219744.85	4647.00	207570.78	207570.78	207570.78	21.68
424351.37	449312.05	306933.35	424351.37	424351.37	424351.37	27.67
118646.24	123650.17	82752.32	118646.24	118646.24	118646.24	30.25
0	68006.70	52468.53	61206.03	0	0	22.85
0	104522.00	80640.81	94069.80	0	0	22.85
0	68785.22	56385.00	61906.69	0	0	18.03
0	882150.00	-1319403.63	793935.00	503535.00	473322.90	22.85
185974.41	193771.68	154358.76	185974.41	185974.41	185974.41	17
191889.16	200031.56	159268.00	191889.16	191889.16	191889.16	17
332422.31	346689.06	275910.42	332422.31	332422.31	332422.31	17
0	376216.30	290258.40	338594.67	0	0	22.85
0	122947.80	91244.26	110653.02	0	0	22.85
0	68281.40	52680.47	61453.26	0	0	22.85
0	62406.20	48147.63	56165.58	0	0	22.85
0	151447.00	116844.39	136302.30	0	0	22.85
0	54070.80	41716.70	48663.72	0	0	22.85
93622.46	97770.45	64186.57	93622.46	93622.46	93622.46	31.44
0	106418.00	72233.60	364467.50	91203.00	91203.00	31.84
188025.73	205343.17	30000.00	188025.73	188025.73	188025.73	24.78
277194.96	289265.48	214479.08	277194.96	277194.96	277194.96	22.63
117391.40	122172.34	11739.14	117391.40	117391.40	117391.40	21.9
99059.14	99059.14	71342.88	99059.14	99059.14	99059.14	27.98
60774.28	60774.28	42702.08	60774.28	60774.28	60774.28	29.74
68262.72	72405.51	48682.52	68262.72	68262.72	68262.72	28.68
75111.51	94543.65	62342.56	75111.51	75111.51	75111.51	17
138026.00	145037.10	114561.58	138026.00	138026.00	138026.00	17
231122.30	240765.04	162629.21	231122.30	231122.30	231122.30	29.63
0	231500.00	196467.57	173625.00	173625.00	173625.00	15.133
160804.12	233949.16	114740.35	160804.12	160804.12	160804.12	28.65
132017.00	139259.00	87527.31	132017.00	132017.00	132017.00	33.7
0	100817.11	10081.70	0	0	0	25.03
107554.66	115031.96	11503.20	107554.66	107554.66	107554.66	21.34
117261.32	118172.43	36769.05	117261.32	117261.32	117261.32	20.13
126537.02	128435.72	88302.42	126537.02	126537.02	126537.02	30.22
0	118205.54	0	0	0	0	30.42
13315.00	13315.00	7769.00	13315.00	13315.00	13315.00	41.21
0	317324.80	244822.43	285592.32	0	0	22.85
0	254275.50	196178.63	228847.95	0	0	22.85
0	205717.50	158715.17	185145.75	0	0	22.85
0	214479.00	165474.84	193031.10	0	0	22.85
0	51000.00	39347.52	45900.00	0	0	22.85
0	90705.45	0	0	0	0	31.44
0	161744.33	0	0	0	0	30.63
0	83039.74	8303.97	0	0	0	29.76
13782.36	15375.45	3066.12	13782.36	13782.36	13782.36	24.25
65524.58	65637.39	54385.40	65524.58	65524.58	65524.58	17
0	274557.37	157103.14	247101.63	164734.42	82367.21	26.056
0	1772882.39	1569602.03	1536049.87	1241017.68	1241017.68	11.275
741217.22	741217.24	650090.21	665642.13	554459.54	554459.54	12.92
127345.10	136275.81	0	127345.10	127345.10	127345.10	19.84
0	112359.73	11235.97	0	0	0	28.6
0	16416.00	1641.60	0	0	0	38.63
73350.23	75012.57	54021.29	73350.23	73350.23	73350.23	26.12
49590.00	49591.36	39926.47	49590.00	49590.00	49590.00	19.49
30500.00	30844.99	20143.19	30500.00	30500.00	30500.00	33.96
0	108928.00	0	0	0	0	45.4
0	339784.18	0	305805.76	0	0	16.1
73393.24	73394.23	63861.02	60128.84	0	0	12.99
0	100932.31	79302.28	95544.91	95544.91	95544.91	25.68
1110014.54	1321063.00	731866.45	1190014.54	1110014.54	1110014.54	34.05
0	405149.00	204801.50	344514.93	344514.93	344514.93	45.92
0	234639.28	9567.76	0	0	0	21.421
0	124483.89	38507.16	0	0	0	22.684
48970.48	48970.48	10871.40	48970.48	48970.48	0	18.93
0	207977.61	38161.65	0	0	0	21.718
0	60791.40	48821.71	54712.26	0	0	22.85
0	193067.30	148955.28	173760.57	0	0	22.85
0	51150.00	39463.25	46035.00	0	0	22.85
0	258015.00	211505.22	232213.50	0	0	18.03
0	215868.00	28819.25	0	0	0	22.04
0	52425.07	7400.81	0	0	0	23.737
0	10553464.90	9179576.78	8706173.86	7311828.99	6575025.20	11.28
0	154031.00	118837.01	138627.90	0	0	22.85
0	146000.00	112641.92	131400.00	0	0	22.85
0	174195.00	154554.17	174195.00	174195.00	174195.00	11.28
61202.67	73222.53	42371.50	61202.67	61202.67	61202.67	30.77
114134.41	119013.64	91838.67	114134.41	114134.41	114134.41	19.52
31400.00	31580.24	25284.22	31400.00	31400.00	31400.00	19.48
0	465474.16	359122.62	390998.29	0	0	22.85
0	5859050.00	5683279.00	5859050.00	5859050.00	5859050.00	11.28
0	141605.22	0	0	0	0	21.52
0	3226314.00	2949277.00	2803487.68	2803487.68	2806893.19	11.28
0	95534.00	73706.39	85980.60	0	0	22.85
0	135345.60	114864.02	108276.48	108276.48	108276.48	15.13
0	1800954.35	1445181.89	1620858.92	1260668.05	1260668.05	11.28
0	294467.60	225289.73	277799.62	0	0	11.28
46425.00	80608.64	37365.84	46425.00	46425.00	46425.00	19.51
0	61062.70	24164.39	28696.50	0	0	11.097
9176.00	9176.00	7157.60	9176.00	9176.00	9176.00	19.88
132518.00	140170.00	87857.30	132518.00	132518.00	132518.00	33.7
0	650304.45	508636.59	585274.01	0	0	18.03
0	43729.54	35846.86	30610.68	0	0	18.03
0	831995.37	732596.00	748795.82	0	0	18.03
34406.00	34406.00	20362.55	34406.00	34406.00	34406.00	40.58
33536.00	33536.00	22281.83	33536.00	33536.00	33536.00	33.48
53728.11	53728.11	9204.40	53728.11	53728.11	53728.11	25.93
0	1180000.00	760389.15	1062000.00	1062000.09	1062000.09	11.28
96206.00	117342.24	74407.09	96206.00	96206.00	96206.00	22.66
248412.78	259037.67	24841.28	248412.78	248412.78	248412.78	17.05
0	66410.82	26041.00	47900.00	47900.00	0	9.81
676219.09	709060.00	435361.51	676219.09	676219.09	676219.09	35.61
690382.23	724023.00	427073.00	690382.23	690382.23	690382.23	36.61
1392098.85	1463074.00	905894.80	1392098.85	1392098.85	1392098.85	34.92
1073475.63	1126000.00	704457.92	1073475.63	1073475.63	1073475.63	34.34
0	867512.51	745660.13	780761.25	563883.13	530050.14	11.28
0	84508.55	9800.00	0	0	0	21.849
117267.47	185150.55	71416.70	117267.47	117267.47	117267.47	8
24531.99	25410.00	14288.89	24364.33	24531.99	24531.99	41.75
2000000.00	2000000.00	1543040.00	2000000.00	2000000.00	2000000.00	22.85
1038671.79	1000000.00	822599.92	1038671.79	1038671.79	1017446.81	11.28
523328.10	523328.10	449180.88	493706.27	501989.35	409545.11	14.17
0	445100.00	327328.00	356080.00	178040.00	178040.00	21.2
153450.94	155387.50	143538.01	153450.94	153450.94	153450.94	6.46
685242.53	680000.00	494710.73	685242.53	685242.53	672750.48	27.81
501300.58	480000.00	361913.87	501300.58	501300.58	451170.52	27.81
0	1957000.00	1595206.73	1952742.26	1952742.26	1887544.40	12.61
0	243000.00	156223.37	212400.00	212400.00	212400.00	14.51
398741.00	427464.00	338929.85	398741.00	398741.00	398741.00	15
166579.00	243657.00	141592.15	166579.00	166579.00	166579.00	15
149146.00	149146.00	126774.10	149146.00	149146.00	149146.00	15
81522.00	82074.00	69293.70	81522.00	81522.00	81522.00	15
369986.00	400000.00	314488.10	369986.00	369986.00	369986.00	15
69639.00	75407.00	59193.15	69639.00	69639.00	69639.00	15
42469.00	43123.00	36098.65	42469.00	42469.00	42469.00	15
0	448074.00	250737.04	393383.00	393383.00	393383.00	33.371
0	250000.00	129343.00	0	0	0	21.2
0	41055.00	27305.83	41055.00	41055.00	41055.00	33.49
239548.00	262444.00	161714.06	239548.00	239548.00	239548.00	32.49
0	3083206.88	2128994.09	2241603.44	2466565.50	2466565.50	21.2
0	301030.00	65430.00	160000.00	60206.00	60206.00	23.99
0	165995.00	36583.00	132796.00	99597.00	99597.00	21.18
51612.86	51612.86	44300.14	48691.38	51612.86	0	14.17
35492.27	35492.27	30463.58	33483.27	35492.27	0	14.17
57680.87	57680.87	49508.41	54415.91	57680.88	0	14.17
81065.60	81065.60	69579.90	76476.98	81065.60	0	14.17
106332.00	106332.00	91266.46	100313.21	106331.99	1384.89	14.17
89640.00	85096.00	76194.00	89640.00	89640.00	89640.00	15
29109.00	29859.00	24742.65	29109.00	29109.00	29109.00	15
78100.00	88510.00	66385.00	78100.00	78100.00	78100.00	15
0	339087.00	50000.00	157042.00	157042.00	157042.00	15.2
1143476.45	1050000.00	950934.99	1143476.45	1143476.45	1065380.45	11.28
979455.09	977000.00	789551.77	979455.09	979455.09	875509.59	11.28
111705.71	111705.71	95878.80	111705.71	0	0	14.17
409378.20	409378.20	351375.86	386205.85	409378.20	0	14.17
13550.00	14768.00	11517.50	13550.00	13550.00	13550.00	15
232373.00	234804.00	197517.05	232373.00	232373.00	232373.00	15
326315.00	339537.00	277367.75	326315.00	326315.00	326315.00	15
138849.00	237323.00	118021.65	138849.00	138849.00	155883.00	15
103024.00	103212.00	87570.40	103024.00	103024.00	103024.00	15
118830.00	126686.00	101005.50	118830.00	118830.00	118830.00	15
21428.00	37500.00	18213.80	21428.00	21428.00	21428.00	15
257462.00	287271.00	218842.70	257462.00	257462.00	257462.00	15
80381.14	179227.02	41025.55	80381.14	80381.14	80381.14	0
445175.86	450000.00	360592.45	445175.86	445175.86	400658.30	10
0	404204.96	346935.58	386909.32	305556.37	0	14.168
0	170784.44	146587.02	170784.44	0	0	14.168
35100.00	35100.00	27080.35	35100.00	35100.00	35100.00	22.85
77220.00	77220.00	59576.77	72849.06	77220.00	77220.00	22.85
552780.86	506900.00	399080.05	552780.86	552780.86	497502.78	27.81
0	94220.00	72692.61	94220.00	94220.00	94220.00	22.85
21396.00	21396.00	18186.60	21396.00	21396.00	21396.00	15
144682.00	145000.00	122979.70	144682.00	144682.00	144682.00	15
30146.00	30146.00	25624.10	30146.00	30146.00	30146.00	15
130319.00	141896.00	110771.15	130319.00	130319.00	130319.00	15
0	225000.00	110564.70	202500.00	67500.00	67500.00	21.2
0	23398.00	0	0	0	0	40.26
987725.22	994000.00	756161.64	987725.22	987725.22	895337.77	11.28
54623.00	54623.00	46429.55	54623.00	54623.00	54623.00	15
63942.00	63942.00	48915.00	63942.00	63942.00	57549.00	15
0	987536.00	646437.75	812118.00	812118.00	812118.00	33.94
0	119119.00	81515.90	118483.73	118483.73	117540.86	21.2
0	112434.61	56116.79	101191.15	67460.77	33730.39	39.37
0	518176.00	379915.36	518176.00	414540.80	414540.80	21.2
163387.20	151062.00	138879.12	163387.20	163387.20	163387.20	15
307748.00	192872.00	261585.00	307748.00	307748.00	307748.00	15
46472.00	54084.00	39887.67	46472.00	46472.00	46472.00	14.17
0	157152.00	134886.08	157152.00	0	0	14.168
68400.00	68400.00	56070.21	64528.30	68400.00	68400.00	18.03
0	94284.00	80925.47	94284.00	0	0	14.168
0	73500.00	62474.23	63960.04	63960.04	63960.04	15
58301.00	87874.00	49555.85	58301.00	58301.00	58301.00	15
333902.09	355730.00	223178.83	333902.09	333902.09	333902.09	33.16
0	18000.00	0	14784.00	14784.00	14784.00	15.46
0	1660000.00	1136365.14	1494000.00	830000.00	830000.00	21.2
0	260000.00	167438.55	260000.00	208000.00	208000.00	21.2
0	260000.00	195662.69	234000.00	52000.00	52000.00	21.2
45001.00	45032.00	38250.85	45001.00	45001.00	45001.00	15
1991215.00	2000000.00	1713467.19	1991215.00	1991214.50	1991215.00	14.17
0	285000.00	244620.06	285000.00	0	0	14.168
0	267940.00	38901.00	267940.00	53588.00	53588.00	33.49
0	119956.00	29230.63	119956.00	71973.60	71973.60	30.64
0	314073.00	137325.94	314073.00	188443.80	188443.80	19.22
0	206902.00	102312.35	320263.00	320263.00	225089.00	47.89
0	80446.00	25427.00	61920.00	61920.00	61920.00	47.75
650768.58	650000.00	293290.43	650768.58	650768.58	360740.33	11.28
1164325.86	850000.00	916824.37	1164325.86	1164325.86	1047893.28	11.28
